,title,commentCount,dislikeCount,likeCount,music_style,performer,viewCount,commentators_uniq,date
0,"""#2Маши ""Свободные линии""",34.0,43.0,1402.0,popsa,2маши,214301.0,24.0,2016-01-29
1,"""ALARM"" СЕРГЕЙ ЛАЗАРЕВ ( SERGEY LAZAREV )",,690.0,10532.0,popsa,лазарев,2221419.0,,2010-05-24
2,"""EARTH SONG""  SERGEY LAZAREV. DEDICATED TO MICHAEL JACKSON ( Cover version)",26.0,10.0,269.0,popsa,лазарев,40327.0,23.0,2009-06-29
3,"""Earth song"" премия МУЗ-тВ 2010 (LIVE)",12.0,7.0,163.0,popsa,лазарев,11907.0,11.0,2010-06-21
4,"""FAKE"" СЕРГЕЙ ЛАЗАРЕВ (SERGEY)",46.0,19.0,597.0,popsa,лазарев,91483.0,33.0,2009-12-31
5,"""Feelin High"" Сергей Лазарев Sergey Lazarev live",7.0,7.0,87.0,popsa,лазарев,9217.0,6.0,2010-07-01
6,"""Girlfriend"" Сергей Лазарев (SERGEY)",88.0,69.0,1566.0,popsa,лазарев,449891.0,63.0,2008-03-19
7,"""Heartbeat"" Сергей Лазарев (Sergey Lazarev)",168.0,101.0,4091.0,popsa,лазарев,763611.0,130.0,2011-02-17
8,"""Hey Tovarish"" Video Shooting",10.0,1.0,34.0,rock,мумий_тролль,3815.0,9.0,2012-04-01
9,"""LAZERBOY"" Сергей Лазарев (SERGEY) feat. TИМАТИ (Timati)",422.0,229.0,4137.0,popsa,лазарев,629212.0,223.0,2008-11-22
10,"""LAZERBOY""( Michael Yousher videoremix) Сергей Лазарев (SERGEY) и ТИМАТИ",5.0,4.0,141.0,popsa,лазарев,35902.0,5.0,2009-04-28
11,"""Lost without your love"" Сергей Лазарев (SERGEY)",189.0,102.0,2599.0,popsa,лазарев,582159.0,119.0,2010-02-22
12,"""Love Radio"": Съемки клипа НЮШИ ""Наедине""",25.0,14.0,283.0,popsa,нюша,58496.0,24.0,2013-04-10
13,"""Ru Music"": НЮША сняла новый клип!",12.0,4.0,87.0,popsa,нюша,14780.0,9.0,2013-03-26
14,"""Ru Новости"": НЮША чудом вернулась в Москву!",5.0,5.0,49.0,popsa,нюша,4625.0,5.0,2013-03-27
15,"""SOS Матросу!"" - тизер фильма",10.0,4.0,68.0,rock,мумий_тролль,7632.0,5.0,2014-06-10
16,"""STEREO"" (LIVE) Сергей Лазарев (SERGEY)",30.0,10.0,541.0,popsa,лазарев,117765.0,26.0,2009-07-23
17,"""Shattered dreams"" Сергей Лазарев (SERGEY)",57.0,28.0,961.0,popsa,лазарев,109955.0,35.0,2009-05-03
18,"""Tv or radio"" Сергей Лазарев (SERGEY)",627.0,157.0,3714.0,popsa,лазарев,634676.0,277.0,2007-09-25
19,"""You Are The Only One"" - Sergey Lazarev /MadWalk Fashion Music Show",156.0,96.0,2203.0,popsa,лазарев,165878.0,101.0,2016-04-23
20,"""Аве Мария"" Весь зал плакал. Вика 11 лет",3865.0,8603.0,47974.0,classic,classical_channel,10674427.0,1568.0,2011-12-26
21,"""Антоха МС - Советы для молодожёнов /2017/""",11.0,12.0,288.0,indi,антоха_мс,8316.0,10.0,2017-10-02
22,"""Большая семья"" Игоря Крутого - часть 1",0.0,9.0,44.0,estrada,николаев,50344.0,,2010-11-06
23,"""Большая семья"" Игоря Крутого - часть 2",1.0,1.0,27.0,estrada,николаев,23952.0,1.0,2010-11-06
24,"""Большая семья"" Игоря Крутого - часть 3",0.0,10.0,79.0,estrada,николаев,59858.0,,2010-11-06
25,"""Большая семья"" Игоря Крутого - часть 4",1.0,2.0,24.0,estrada,николаев,20127.0,,2010-11-06
26,"""Большая семья"" Игоря Крутого - часть 6",1.0,7.0,74.0,estrada,николаев,24009.0,,2010-11-06
27,"""Большая семья"" Игоря Крутого - часть 7",0.0,2.0,20.0,estrada,николаев,15374.0,,2010-11-06
28,"""Большая семья"" Игоря Крутого - часть 8",10.0,27.0,196.0,estrada,николаев,58941.0,,2010-11-06
29,"""Большая семья"" Игоря Крутого - часть 9",2.0,5.0,48.0,estrada,николаев,59618.0,1.0,2010-11-06
30,"""Большая семья"" Игоря Николаева  - часть 2",3.0,36.0,169.0,estrada,николаев,57176.0,3.0,2011-06-13
31,"""Большая семья"" Игоря Николаева - часть 1",1.0,77.0,327.0,estrada,николаев,176854.0,1.0,2011-06-12
32,"""Большая семья"" Игоря Николаева - часть 3",15.0,104.0,447.0,estrada,николаев,113002.0,1.0,2011-06-13
33,"""В теме"" на Ю: НЮША",1.0,5.0,30.0,popsa,нюша,6639.0,1.0,2012-11-24
34,"""В теме"" на Ю: НЮША любимый артист портала Woman.ru",7.0,9.0,138.0,popsa,нюша,20575.0,,2013-06-12
35,"""ВИА Гра. Тайны производства"" (""Моя правда"" на ""СТБ"")",16.0,10.0,52.0,popsa,виа_гра,53248.0,12.0,2011-10-10
36,"""ВОИН ДУМА""",4.0,0.0,49.0,rock,король_и_шут,1950.0,,2008-09-29
37,"""Вечерний Ургант"" Валерия в гостях у Ивана Урганта.",3.0,,,estrada,валерия,1993.0,3.0,2015-12-17
38,"""Виктор Цой. 50 лет"" Кукрыниксы - Печаль, Кончится лето...",2.0,4.0,65.0,rock,кукрыниксы,9986.0,2.0,2012-10-06
39,"""Владимирский Централ"" песня под гитару",24.0,2.0,156.0,shanson,михаил_круг,8489.0,10.0,2015-04-23
40,"""Всё, что было"". Начало.",23.0,5.0,171.0,rock,ария,11168.0,21.0,2012-10-06
41,"""Где ты"" [Москва, 2012г.]",5.0,3.0,79.0,shanson,ирина_круг,11124.0,5.0,2013-10-02
42,"""Глаза - убийцы"". Первые впечатления",3.0,11.0,32.0,popsa,барских,6845.0,16.0,2011-05-27
43,"""Глаза - убийцы"". Первые впечатления",4.0,13.0,7.0,popsa,барских,2657.0,16.0,2011-05-26
44,"""Глаза - убийцы"". Первые впечатления",11.0,40.0,42.0,popsa,барских,11713.0,16.0,2011-05-26
45,"""Глаза - убийцы"". Первые впечатления",1.0,10.0,23.0,popsa,барских,5621.0,16.0,2011-05-26
46,"""Глаза - убийцы"". Первые впечатления",5.0,13.0,46.0,popsa,барских,7316.0,16.0,2011-05-26
47,"""Говорим и показываем"". Бенефис ВАЛЕРИИ! НТВ 2012",4.0,1.0,56.0,estrada,валерия,12013.0,4.0,2012-04-18
48,"""Горыгоры"" - вторая песня, записанная на съемках ""Вечернего Урганта""",2.0,1.0,55.0,rock,арбенина,3145.0,,2013-11-28
49,"""ДОЧКИ МАТЕРИ"" (Audio) - гр. ""Воровайки"". Слова Виктории В. Ветровой, муз. Юрия Алмазова",0.0,2.0,4.0,shanson,воровайки,912.0,,2017-12-31
50,"""ДОстояние РЕспублики"" - Игорь Николаев (1)",7.0,19.0,80.0,estrada,николаев,51883.0,,2011-06-27
51,"""ДОстояние РЕспублики"" - Игорь Николаев (2)",0.0,9.0,61.0,estrada,николаев,32876.0,,2011-06-27
52,"""ДОстояние РЕспублики"" - Игорь Николаев (3)",0.0,4.0,56.0,estrada,николаев,20254.0,,2011-06-27
53,"""ДОстояние РЕспублики"" - Игорь Николаев (4)",5.0,41.0,211.0,estrada,николаев,75659.0,2.0,2011-06-27
54,"""Давайте мириться"" [2011г.]",0.0,1.0,16.0,shanson,ирина_круг,6877.0,,2013-05-23
55,"""Дерево Победы 2013"" в Челябинске",1.0,2.0,11.0,estrada,газманов,1697.0,1.0,2013-04-19
56,"""Дивизия"" приглашает на ""Городских Птичек""",0.0,2.0,4.0,indi,краснознаменная_дивизия_имени_моей_бабушки,621.0,,2016-12-11
57,"""Дивизия"" приглашает на фестиваль ""Троица""",1.0,3.0,13.0,indi,краснознаменная_дивизия_имени_моей_бабушки,704.0,1.0,2016-06-16
58,"""Донбасс - моя Спарта"". Документальный проект Максима Фадеева и Юлии Чичериной",73.0,78.0,923.0,rock,чичерина,35426.0,55.0,2017-07-29
59,"""Дорога от души к душе"" [Зеленоград, 2013г.]",8.0,9.0,201.0,shanson,ирина_круг,48737.0,8.0,2013-05-24
60,"""Ещё не вечер. Отдам все за жилье"" (Елена Ваенга) 18.11.2011.",23.0,33.0,826.0,estrada,ваенга,125432.0,10.0,2011-11-27
61,"""Женский взгляд"" Игорь Николаев и Юля Проскурякова (1)",17.0,49.0,151.0,estrada,николаев,79452.0,1.0,2010-12-12
62,"""Женский взгляд"" Игорь Николаев и Юля Проскурякова (2)",5.0,93.0,410.0,estrada,николаев,167596.0,2.0,2010-12-12
63,"""Женский взгляд"" Игорь Николаев и Юля Проскурякова (3)",0.0,40.0,185.0,estrada,николаев,64957.0,,2010-12-12
64,"""Живут же люди!"" на НТВ [2010г.]",32.0,43.0,478.0,shanson,ирина_круг,321200.0,29.0,2013-04-27
65,"""Живут же люди"" Игорь Николаев и Юля Проскурякова (1)",13.0,49.0,149.0,estrada,николаев,121513.0,2.0,2010-11-14
66,"""Живут же люди"" Игорь Николаев и Юля Проскурякова (2)",1.0,10.0,77.0,estrada,николаев,57339.0,,2010-11-14
67,"""Живут же люди"" Игорь Николаев и Юля Проскурякова (3)",10.0,382.0,1403.0,estrada,николаев,904618.0,10.0,2010-11-14
68,"""Заноза"" (запись новой песни Би-2 на студии ""Stasrecords"")",11.0,2.0,195.0,rock,би_2,28912.0,9.0,2010-07-05
69,"""Звёздный ринг"" [2010г.]",4.0,2.0,48.0,shanson,ирина_круг,9235.0,3.0,2013-05-25
70,"""КРАЯ РОДНЫЕ"" гр. ""Воровайки"", слова Виктории В. Ветровой, музыка Юрия Алмазова",0.0,0.0,1.0,shanson,воровайки,418.0,,2017-11-21
71,"""Как уходили кумиры.Михаил Круг"" [2007г.]",1.0,3.0,43.0,shanson,ирина_круг,17046.0,1.0,2013-06-28
72,"""Комсомольская правда"": НЮША",9.0,7.0,129.0,popsa,нюша,16794.0,9.0,2013-03-20
73,"""Королевство Кривых Зеркал"" Игорь Николаев (1988г.)",10.0,14.0,427.0,estrada,николаев,93914.0,6.0,2012-06-29
74,"""Король и Шут"" - 15 лет",5.0,0.0,62.0,rock,король_и_шут,6547.0,5.0,2008-10-01
75,"""Кто хочет стать миллионером"" И. Николаев и Ю. Проскурякова",1.0,7.0,14.0,estrada,николаев,5499.0,1.0,2013-08-25
76,"""Лето"" 2018 | фильм Кирилла Серебренникова | тизер",36.0,28.0,335.0,rock,звери,36629.0,19.0,2018-05-09
77,"""Личные вещи"" Игоря Николаева",2.0,24.0,96.0,estrada,николаев,27241.0,2.0,2011-04-30
78,"""Лучшее видео""- Валерия и Валерий Меладзе ""Не теряй меня"" Муз-Тв 2014",0.0,2.0,23.0,estrada,валерия,6208.0,,2014-06-08
79,"""Любить не страшно"" [Зеленоград, 2013г.]",10.0,5.0,167.0,shanson,ирина_круг,27273.0,9.0,2013-10-15
80,"""М1"": НЮША сняла клип в Киеве!",20.0,5.0,138.0,popsa,нюша,21862.0,13.0,2013-04-01
81,"""Масленица 2013"" в Лондоне, выступление  Олега Газманова",1.0,4.0,37.0,estrada,газманов,4533.0,1.0,2013-04-19
82,"""Молодость"" - это проза",4.0,1.0,34.0,rock,ногу_свело,2187.0,4.0,2010-10-27
83,"""Моя любимая кухня"". Дорада на скорую руку",36.0,90.0,512.0,popsa,2маши,74666.0,27.0,2013-04-15
84,"""Моя любимая кухня"". Спецвыпуск. Что мы покупаем  на рынке?",5.0,5.0,132.0,popsa,2маши,17766.0,4.0,2013-04-11
85,"""Моя правда. Михаил Круг"" [2007г.]",1.0,1.0,38.0,shanson,ирина_круг,21788.0,1.0,2013-05-23
86,"""Музыкальные пристрастия"" с Артуром Гаспаряном",3.0,2.0,44.0,estrada,киркоров,4103.0,1.0,2010-11-08
87,"""Мумий Тролль"" уходит в море. Отход ""Седова"".",3.0,0.0,70.0,rock,мумий_тролль,6327.0,3.0,2012-05-28
88,"""Мы - это LOUNA"" (концерт LOUNA в ARENA MOSCOW 14.12.13)",30.0,18.0,904.0,rock,louna,88743.0,22.0,2013-12-29
89,"""Мы - это LOUNA"" The Movie СКОРО!",5.0,11.0,175.0,rock,louna,32344.0,5.0,2014-05-22
90,"""НАЙДИ МЕНЯ"" Сергей Лазарев (SERGEY)",,111.0,2484.0,popsa,лазарев,508228.0,,2009-11-04
91,"""НАШЕ УТРО"" на концерте LOUNA в ""Б2"" 04.09.2011",0.0,4.0,41.0,rock,louna,7052.0,,2011-09-06
92,"""НАШЕСТВИЕ 2013"" - Алексей Горшенёв (пресс-конференция)",2.0,3.0,42.0,rock,кукрыниксы,12542.0,2.0,2013-07-14
93,"""НЕ УБЕРЕГЛА ЛЮБОВЬ"" (Audio) гр. ""Воровайки"", слова Виктории В. Ветровой, музыка Юрия Алмазова",0.0,0.0,2.0,shanson,воровайки,985.0,,2017-11-01
94,"""Несчастный случай"" в фильме ""Прорва"", 1992 г.",0.0,0.0,14.0,rock,несчастный_случай,3305.0,,2011-04-08
95,"""Новая волна 2016"" // “Уходит праздник“",6.0,350.0,188.0,estrada,николаев,289471.0,1.0,2016-09-12
96,"""Новая волна 2016"" Творческий вечер Олега Газманова",94.0,118.0,1048.0,estrada,газманов,245091.0,68.0,2016-09-13
97,"""Ногу Свело!"" -  SOS in the Ass",8.0,10.0,127.0,rock,ногу_свело,30273.0,7.0,2010-09-28
98,"""Океаны"" (acoustic home version)",10.0,,,estrada,валерия,3252.0,10.0,2016-03-27
99,"""Остров Юрий""",1.0,0.0,11.0,estrada,николаев,611.0,1.0,2015-07-28
100,"""ПОДВЕНЕЧНОЕ БЕЛОЕ ПЛАТЬЕ - 2"" гр. Воровайки, слова Виктории В. Ветровой, музыка Юрия Алмазова",3.0,0.0,2.0,shanson,воровайки,1390.0,1.0,2017-07-07
101,"""ПОДВЕНЕЧНОЕ БЕЛОЕ ПЛАТЬЕ"" (1-ая)-гр. ""Воровайки"", слова Виктории В. Ветровой, муз. Юрия Алмазова",0.0,0.0,3.0,shanson,воровайки,714.0,,2018-04-23
102,"""ПОРУЧИК""",5.0,1.0,79.0,rock,король_и_шут,6710.0,4.0,2008-09-29
103,"""Партийная ZONA"" на МУЗ ТВ: Интервью с НЮШЕЙ",7.0,5.0,91.0,popsa,нюша,12204.0,7.0,2013-06-03
104,"""Партийная ZONA"" на МУЗ ТВ: НЮША",16.0,12.0,133.0,popsa,нюша,12065.0,15.0,2013-06-03
105,"""Первая четверть"" Юбилейный концерт в Олимпийском (анонс)",11.0,0.0,125.0,rock,арбенина,2225.0,,2019-03-07
106,"""Первая четверть"" юбилейный концерт Дианы Арбениной. Ночных Снайперов в Олимпийском",43.0,3.0,399.0,rock,арбенина,3177.0,,2019-03-15
107,"""Перелётная птица"" [Москва, 2012г.]",2.0,3.0,56.0,shanson,ирина_круг,8325.0,2.0,2013-10-08
108,"""Пока ещё не поздно"". Михаил Круг. Жизнь и любовь. [2013г.]",7.0,7.0,108.0,shanson,ирина_круг,29928.0,5.0,2013-04-27
109,"""Пока ещё не поздно"". Михаил Круг. Любовь и смерть. [2013г.]",15.0,11.0,158.0,shanson,ирина_круг,27185.0,9.0,2013-04-27
110,"""Последний герой"" с Дианой Арбениной - премьера второго сезона!",1.0,1.0,31.0,rock,арбенина,1953.0,1.0,2016-10-04
111,"""Последний герой: Павел Кашин (тизер программы от 15.02.2017)",0.0,1.0,9.0,rock,арбенина,954.0,,2017-02-16
112,"""Приходите в мой дом"" [Москва, 2012г.]",1.0,1.0,64.0,shanson,ирина_круг,16962.0,,2013-06-19
113,"""Прости меня"". Концерт памяти М.Танича [2012г.]",8.0,10.0,158.0,shanson,ирина_круг,56637.0,4.0,2013-04-27
114,"""Прости меня"". Ээхх, Разгуляй [2014г.]",19.0,52.0,537.0,shanson,ирина_круг,142764.0,15.0,2014-01-02
115,"""Простые вопросы."" Амур-Инфо. 22 марта 2013.",3.0,0.0,31.0,rock,арбенина,5887.0,3.0,2013-03-30
116,"""Пусть говорят"" [2008г.]",6.0,7.0,53.0,shanson,ирина_круг,50608.0,5.0,2013-06-07
117,"""Пусть говорят"" [2013г.]",0.0,7.0,61.0,shanson,ирина_круг,64731.0,,2013-05-22
118,"""Пусть говорят.Звездный бэби-бум"" [2013г.]",31.0,23.0,474.0,shanson,ирина_круг,122915.0,24.0,2013-12-26
119,"""РАЗЛУКА"" исполняет гр. ""Воровайки"", слова Виктории В. Ветровой, музыка Юрия Алмазова",2.0,0.0,45.0,shanson,воровайки,6577.0,2.0,2017-07-07
120,"""Радио 101"" - 5-летний юбилей",4.0,3.0,45.0,rock,несчастный_случай,1317.0,3.0,2017-01-18
121,"""Ракеты из России"" на ""Нашествии 2012"": рубилово под Nirvana",2.0,2.0,57.0,rock,тараканы,5728.0,2.0,2012-07-10
122,"""Русский чарт"" с НЮШЕЙ на МУЗе",28.0,20.0,162.0,popsa,нюша,30665.0,41.0,2013-06-13
123,"""Русский чарт"" с НЮШЕЙ на МУЗе",10.0,8.0,79.0,popsa,нюша,14410.0,41.0,2013-06-06
124,"""Русский чарт"" с НЮШЕЙ на МУЗе",14.0,10.0,79.0,popsa,нюша,12494.0,41.0,2013-05-17
125,"""Сказочка"" [Зеленоград, 2013г.]",2.0,3.0,35.0,shanson,ирина_круг,10553.0,2.0,2013-04-29
126,"""Спокойной ночи, малыши"" с участием Валерии",3.0,13.0,67.0,estrada,валерия,24467.0,3.0,2013-11-14
127,"""Сто вопросов к взрослому"" - Игорь Николаев (часть 1)",3.0,1.0,72.0,estrada,николаев,21942.0,,2010-10-03
128,"""Сто вопросов к взрослому"" - Игорь Николаев (часть 2)",12.0,30.0,100.0,estrada,николаев,36447.0,,2010-10-03
129,"""Сто вопросов к взрослому"" - Игорь Николаев (часть 3)",1.0,8.0,40.0,estrada,николаев,12450.0,,2010-10-03
130,"""Сто вопросов к взрослому"" - Игорь Николаев (часть 4)",2.0,2.0,31.0,estrada,николаев,8444.0,1.0,2010-10-03
131,"""Стол заказов"" на RU.TV: НЮША",7.0,4.0,92.0,popsa,нюша,12482.0,7.0,2013-03-26
132,"""Субботник по-арийски""",33.0,5.0,287.0,rock,ария,26509.0,27.0,2012-06-16
133,"""Субботник"" с Игорем Николаевым и Юлей Проскуряковой",13.0,61.0,176.0,estrada,николаев,78655.0,1.0,2012-03-18
134,"""Тебе, моя последняя любовь"" [Зеленоград, 2013г.]",6.0,4.0,105.0,shanson,ирина_круг,21256.0,5.0,2013-04-29
135,"""Тебе, моя последняя любовь"" [Шансон года-2012]",850.0,3508.0,30649.0,shanson,ирина_круг,8521313.0,523.0,2013-04-26
136,"""Топ лист. Итоги года"" на RU.TV: НЮША",7.0,3.0,31.0,popsa,нюша,9319.0,4.0,2013-02-10
137,"""УКРАДЕННАЯ ЛЮБОВЬ"" (AUDIO) - гр. ""Воровайки"". Слова Виктории В. Ветровой, муз. Юрия Алмазова",0.0,1.0,10.0,shanson,воровайки,1891.0,,2017-12-23
138,"""Утро России"" на ""Россия 1"": НЮША",4.0,0.0,53.0,popsa,нюша,6667.0,,2012-12-02
139,"""Утро России"": О мультфильме ""Семейка Крудс""",3.0,10.0,172.0,popsa,нюша,48756.0,3.0,2013-03-14
140,"""Хочу в ВИА Гру"" (Выпуск №1. Кастинг в Украине)",1343.0,870.0,8928.0,popsa,виа_гра,2838202.0,703.0,2013-09-07
141,"""Хочу в ВИА Гру"" (Выпуск №2. Кастинг в России)",945.0,602.0,4879.0,popsa,виа_гра,1970798.0,489.0,2013-09-15
142,"""Хочу в ВИА Гру"" (Выпуск №3. Кастинг в Казахстане и Белоруссии)",656.0,332.0,3439.0,popsa,виа_гра,1386044.0,320.0,2013-09-24
143,"""Хочу в ВИА Гру"" (Выпуск №4. Второй тур)",941.0,601.0,6139.0,popsa,виа_гра,2348711.0,415.0,2013-09-29
144,"""Хочу в ВИА Гру"" (Выпуск №5. Борьба за наставниц)",1172.0,948.0,9608.0,popsa,виа_гра,3293265.0,606.0,2013-10-06
145,"""Хочу в ВИА Гру"" (Выпуск №6. Полуфинал)",1903.0,1087.0,10826.0,popsa,виа_гра,3493040.0,815.0,2013-10-13
146,"""Хочу в ВИА Гру"" (Выпуск №7. Финал)",1275.0,779.0,9748.0,popsa,виа_гра,2834447.0,673.0,2013-10-23
147,"""Хочу в ВИА Гру"" (Выпуск №8. Гранд-финал)",1987.0,1150.0,14051.0,popsa,виа_гра,3344311.0,831.0,2013-10-26
148,"""Хочу в ВИА Гру"". Дополнительный кастинг в Киеве",0.0,3.0,16.0,popsa,виа_гра,13844.0,,2013-06-01
149,"""Хочу в ВИА Гру"". Замужество или ВИА Гра?",0.0,9.0,22.0,popsa,виа_гра,10906.0,,2013-09-19
150,"""Хочу в ВИА Гру"". Звание прапорщика или ВИА Гра?",0.0,4.0,10.0,popsa,виа_гра,8180.0,,2013-09-19
151,"""Хочу в ВИА Гру"". Смогут ли бывшие солистки ужиться друг с другом и помочь Константину Меладзе?",16.0,8.0,44.0,popsa,виа_гра,32188.0,12.0,2013-10-01
152,"""Хочу в ВИА Гру"". Финальный гала-концерт шоу. 20 октября в Crocus City Hall",12.0,8.0,40.0,popsa,виа_гра,39157.0,25.0,2013-10-13
153,"""Хочу в ВИА Гру"". Финальный гала-концерт шоу. 20 октября в Crocus City Hall",20.0,14.0,75.0,popsa,виа_гра,101283.0,25.0,2013-10-08
154,"""Хочу в ВИА Гру"". Шестой размер или четыре октавы?",1.0,6.0,24.0,popsa,виа_гра,15224.0,1.0,2013-09-21
155,"""Частная история: Валерия""",13.0,,,estrada,валерия,123552.0,10.0,2015-01-25
156,"""Честное слово с Юрием Николаевым"".  Гость Сергей Лазарев.  Выпуск от 08.10.2017",127.0,33.0,1429.0,popsa,лазарев,46357.0,73.0,2017-10-09
157,"""Чистосердечное признание"" [2008г.]",5.0,8.0,54.0,shanson,ирина_круг,37774.0,3.0,2013-06-28
158,"""Чрезвычайные истории"" [2007г.]",0.0,0.0,10.0,shanson,ирина_круг,7598.0,,2013-06-28
159,"""Школа выживания"" от Арии",154.0,22.0,1231.0,rock,ария,47717.0,118.0,2013-07-04
160,"""Я прочитаю в глазах твоих"". Концерт ко дню города",9.0,15.0,229.0,shanson,ирина_круг,41027.0,6.0,2013-05-01
161,"""Я так люблю тебя, когда ты далеко"" [Москва, 2012г.]",8.0,12.0,147.0,shanson,ирина_круг,35945.0,6.0,2013-07-02
162,"# 2 МАШИ  ""Теперь Нас Двое""",5.0,14.0,153.0,popsa,2маши,15176.0,4.0,2015-08-06
163,"# 2 Маши "" Мысли"" ..",51.0,79.0,1963.0,popsa,2маши,377074.0,28.0,2015-10-16
164,"# 2 Маши - ""Теперь нас двое""",62.0,44.0,1014.0,popsa,2маши,113229.0,42.0,2015-10-27
165,#16плюсTour @ Stadium Live - новый проект на planeta.ru,6.0,5.0,85.0,rock,би_2,13259.0,5.0,2015-03-21
166,"#2 Маши   ""Свободные линии""",10.0,9.0,198.0,popsa,2маши,24605.0,9.0,2015-12-05
167,#2Mashi  - Descalza  (Acoustic),983.0,1096.0,35661.0,popsa,2маши,3232013.0,585.0,2018-05-04
168,#2Mashi - Descalza,412.0,318.0,8299.0,popsa,2маши,1099660.0,258.0,2018-05-21
169,"#2Maши VLOG  [ Как мы снимали клип на песню ""Мама, я Танцую"" ]",147.0,116.0,2492.0,popsa,2маши,240625.0,80.0,2018-12-09
170,"#2МАШИ ""ИЗВЕСТИЯ HALL""  [ 22.10.2017 ]",25.0,21.0,537.0,popsa,2маши,42047.0,16.0,2017-11-06
171,"#2МАШИ ""Теперь нас двое"" (ТИЗЕР)",0.0,2.0,22.0,popsa,2маши,2370.0,,2015-10-26
172,#2МАШИ - ФИЛЬМ о СТЕРВЫХ  и РЕЖИССЕРКАЯ версия КЛИПА,8.0,10.0,204.0,popsa,2маши,10048.0,6.0,2017-07-05
173,#2МАШИ - ЭКСКЛЮЗИВ !  RUTV со съемок клипа!!,0.0,1.0,56.0,popsa,2маши,4819.0,,2016-12-22
174,"#2Маши   ""Мы выбираем"" рядио МАЯК LIVE",0.0,3.0,74.0,popsa,2маши,5878.0,,2016-05-19
175,"#2Маши   ""Стервы""  LIVE",10.0,4.0,127.0,popsa,2маши,6531.0,7.0,2016-11-24
176,"#2Маши  ""Мы выбираем"" LIVE !",66.0,36.0,1413.0,popsa,2маши,107477.0,43.0,2016-12-07
177,"#2Маши  ""тут тебя жду тебя я""",4.0,1.0,96.0,popsa,2маши,3795.0,4.0,2016-04-15
178,"#2Маши  - ""СТЕРВЫ""   Квартирник.",25.0,8.0,557.0,popsa,2маши,29057.0,20.0,2017-01-09
179,#2Маши  - Красное Белое [ AUDIO ],55.0,85.0,1567.0,popsa,2маши,186665.0,41.0,2018-07-14
180,#2Маши  Фотосессия #backstage,9.0,6.0,210.0,popsa,2маши,13556.0,6.0,2016-11-20
181,"#2Маши ""Босая""  ТИЗЕР",11.0,9.0,235.0,popsa,2маши,18726.0,9.0,2018-03-30
182,"#2Маши ""Босая"" ( КАРАОКЕ )",17.0,26.0,523.0,popsa,2маши,48935.0,10.0,2018-09-12
183,"#2Маши ""Босая"" (Акустика LIVE) Живой звуК",376.0,232.0,5449.0,popsa,2маши,285153.0,148.0,2018-08-17
184,"#2Маши ""Босая"" [ репетиция для Вечернего УРГАНТА"" ]",176.0,81.0,1282.0,popsa,2маши,88921.0,72.0,2018-09-16
185,"#2Маши ""Вселенная У.""",47.0,52.0,1444.0,popsa,2маши,276347.0,33.0,2016-09-03
186,"#2Маши ""МАМА, Я ТАНЦУЮ "" [ ПРЕМЬЕРА КЛИПА ]",4090.0,14079.0,162063.0,popsa,2маши,38074573.0,934.0,2018-11-30
187,"#2Маши ""Мама, я танцую"" ПРЕМЬЕРА  [ AUDIO ]",284.0,602.0,7840.0,popsa,2маши,1994064.0,150.0,2018-11-27
188,"#2Маши ""Мир раскололся на 2 части"" [Live Session]",43.0,38.0,1894.0,popsa,2маши,171065.0,24.0,2017-09-14
189,"#2Маши ""Мы выбираем"" Backstage !!",3.0,1.0,77.0,popsa,2маши,5342.0,3.0,2016-08-19
190,"#2Маши ""Мы выбираем"" ТИЗЕР",3.0,2.0,27.0,popsa,2маши,2359.0,1.0,2016-07-12
191,"#2Маши ""Наше кино про поездку в Таллин"" [ Март 2018 ]",486.0,159.0,2665.0,popsa,2маши,189689.0,,2019-01-14
192,"#2Маши ""Птицы""",103.0,136.0,3640.0,popsa,2маши,775708.0,60.0,2015-09-09
193,"#2Маши ""СВОБОДНЫЕ ЛИНИИ"" VOLTA",2.0,1.0,44.0,popsa,2маши,3611.0,2.0,2017-01-10
194,"#2Маши ""Теперь нас двое"" LIVE Session",12.0,8.0,200.0,popsa,2маши,12022.0,11.0,2017-09-21
195,"#2Маши ""Теперь нас двое"" улично Питерский  вариант",17.0,5.0,370.0,popsa,2маши,12642.0,13.0,2016-08-17
196,"#2Маши ""Тут тебя жду тебя я """,15.0,13.0,424.0,popsa,2маши,56509.0,7.0,2016-02-17
197,"#2Маши ""Факты""  [ официальный клип ]",360.0,465.0,7947.0,popsa,2маши,909663.0,257.0,2018-09-28
198,"#2Маши ""Я К ТЕБЕ""",53.0,55.0,1112.0,popsa,2маши,212675.0,31.0,2017-04-29
199,"#2Маши ""с приветом с чудо острова Koh Phangan""",0.0,2.0,112.0,popsa,2маши,8025.0,,2016-01-26
200,#2Маши -  Босая ( Lyric Video / Лирик Видео ) ПРЕМЬЕРА,78.0,239.0,2495.0,popsa,2маши,484388.0,53.0,2017-06-04
201,"#2Маши - ""Мы голосуем""",1.0,1.0,67.0,popsa,2маши,2891.0,1.0,2016-08-30
202,"#2Маши - ""СТЕРВЫ""",13.0,17.0,376.0,popsa,2маши,34770.0,12.0,2016-09-24
203,"#2Маши - ""Тут тебя жду тебя я""",743.0,1477.0,24814.0,popsa,2маши,5846024.0,425.0,2016-10-29
