,title,commentCount,dislikeCount,likeCount,music_style,performer,viewCount,commentators_uniq,date
1890,L'ONE - Всё или ничего (репортаж со съемок),87.0,146.0,4495.0,rap,lone,302845.0,62.0,2015-09-16
1891,"L'ONE - Концерт в Stadium Live (Москва, 20.05.17)",175.0,197.0,4519.0,rap,lone,202738.0,126.0,2017-06-09
1892,"L'ONE - Медаль на медаль (премьера клипа, 2017)",4007.0,10203.0,65936.0,rap,lone,5173504.0,1877.0,2017-03-03
1893,L'ONE - Мистер Хайзенберг (Премьера клипа),3598.0,12574.0,49187.0,rap,lone,7032291.0,1885.0,2014-03-04
1894,L'ONE - Мистер Хайзенберг (Репортаж со съёмок клипа),32.0,75.0,948.0,rap,lone,107299.0,30.0,2014-02-28
1895,"L'ONE - Огонь и вода (премьера клипа, 2017)",2798.0,5196.0,37638.0,rap,lone,2185356.0,1895.0,2017-03-30
1896,"L'ONE - Океан (feat. Фидель) - Премьера видеоклипа, 2014",1653.0,2728.0,82461.0,rap,lone,12917852.0,1245.0,2014-09-04
1897,"L'ONE - Презентация альбома «Гравитация» (Ледовый Дворец, СПб. 2016)",15.0,6.0,198.0,rap,lone,7686.0,15.0,2017-06-10
1898,L'ONE - Приглашение на концерт 9 октября,194.0,204.0,4817.0,rap,lone,177950.0,162.0,2016-08-26
1899,"L'ONE - С Самых низов (премьера клипа, 2016)",7118.0,15183.0,81431.0,rap,lone,7006831.0,1851.0,2016-04-30
1900,"L'ONE - Самая простая песня (премьера клипа, 2017)",2085.0,2485.0,68106.0,rap,lone,2677418.0,1841.0,2017-11-09
1901,"L'ONE - Тигр (премьера клипа, 2016)",19896.0,65322.0,219475.0,rap,lone,22341040.0,1755.0,2016-03-16
1902,L'ONE - Тигр (репортаж со съемок клипа),218.0,551.0,5280.0,rap,lone,251207.0,156.0,2016-03-18
1903,L'ONE - Трёхочковый,323.0,399.0,7226.0,rap,lone,286981.0,213.0,2018-05-16
1904,"L'ONE - Тур ""ВCЁ! ИЛИ НИЧЕГО"" ( Эпизод 3. Владивосток )",38.0,46.0,771.0,rap,lone,128253.0,24.0,2014-10-13
1905,"L'ONE - Тур ""ВCЁ! ИЛИ НИЧЕГО"" (Команда тура. Выпуск 5)",7.0,4.0,247.0,rap,lone,20342.0,6.0,2014-11-17
1906,"L'ONE - Тур ""ВСЁ! ИЛИ НИЧЕГО""  ( Кухня )",15.0,19.0,522.0,rap,lone,90897.0,11.0,2014-10-17
1907,"L'ONE - Тур ""ВСЁ! ИЛИ НИЧЕГО"" ( Эпизод 4. Петропавловск-Камчатский )",15.0,14.0,485.0,rap,lone,73879.0,10.0,2014-10-14
1908,"L'ONE - Тур ""ВСЁ! ИЛИ НИЧЕГО"" (Команда тура. Выпуск 4)",4.0,3.0,250.0,rap,lone,22443.0,4.0,2014-11-13
1909,"L'ONE - Тур ""ВСЁ! ИЛИ НИЧЕГО"" (Команда. Выпуск 6)",10.0,3.0,320.0,rap,lone,19659.0,9.0,2014-12-01
1910,"L'ONE - Тур ""ВСЁ! ИЛИ НИЧЕГО"" (Команда. Выпуск 8)",34.0,20.0,547.0,rap,lone,47903.0,18.0,2014-12-12
1911,"L'ONE - Тур ""ВСЁ! ИЛИ НИЧЕГО"" (Кухня. Выпуск 3)",44.0,57.0,1105.0,rap,lone,150005.0,28.0,2014-11-08
1912,"L'ONE - Тур ""ВСЁ! ИЛИ НИЧЕГО"" (Кухня. Выпуск 4)",24.0,11.0,667.0,rap,lone,67877.0,21.0,2014-11-10
1913,"L'ONE - Тур ""ВСЁ! ИЛИ НИЧЕГО"" (Кухня. Выпуск 6)",17.0,12.0,664.0,rap,lone,73968.0,15.0,2014-11-28
1914,"L'ONE - Тур ""ВСЁ! ИЛИ НИЧЕГО"" (Кухня. Выпуск 7)",20.0,12.0,655.0,rap,lone,82064.0,13.0,2014-12-03
1915,"L'ONE - Тур ""ВСЁ! ИЛИ НИЧЕГО"" (Кухня. Выпуск 8)",71.0,43.0,1400.0,rap,lone,122082.0,47.0,2014-12-25
1916,"L'ONE - Тур ""ВСЁ! ИЛИ НИЧЕГО"" (Специальный выпуск. Волгоград)",11.0,5.0,465.0,rap,lone,42378.0,10.0,2014-11-23
1917,"L'ONE - Тур ""ВСЁ! ИЛИ НИЧЕГО"" (Эпизод 12. Казань)",17.0,13.0,557.0,rap,lone,69145.0,13.0,2014-11-04
1918,"L'ONE - Тур ""ВСЁ! ИЛИ НИЧЕГО"" (Эпизод 13. Чебоксары)",15.0,3.0,362.0,rap,lone,40049.0,8.0,2014-11-08
1919,"L'ONE - Тур ""ВСЁ! ИЛИ НИЧЕГО"" (Эпизод 14. Нижний Новгород)",12.0,5.0,419.0,rap,lone,48288.0,12.0,2014-11-08
1920,"L'ONE - Тур ""ВСЁ! ИЛИ НИЧЕГО"" (Эпизод 15. Киров)",9.0,2.0,448.0,rap,lone,40524.0,8.0,2014-11-09
1921,"L'ONE - Тур ""ВСЁ! ИЛИ НИЧЕГО"" (Эпизод 17. Омск)",11.0,5.0,397.0,rap,lone,43770.0,7.0,2014-11-12
1922,"L'ONE - Тур ""ВСЁ! ИЛИ НИЧЕГО"" (Эпизод 21. Саратов)",2.0,7.0,340.0,rap,lone,30463.0,2.0,2014-11-25
1923,"L'ONE - Тур ""ВСЁ! ИЛИ НИЧЕГО"" (Эпизод 23. Белгород)",12.0,3.0,316.0,rap,lone,31707.0,9.0,2014-11-29
1924,"L'ONE - Тур ""ВСЁ! ИЛИ НИЧЕГО"" (Эпизод 24. Воронеж)",7.0,7.0,375.0,rap,lone,36406.0,6.0,2014-11-29
1925,"L'ONE - Тур ""ВСЁ! ИЛИ НИЧЕГО"" (Эпизод 25. Ярославль)",9.0,4.0,319.0,rap,lone,28165.0,7.0,2014-12-02
1926,"L'ONE - Тур ""ВСЁ! ИЛИ НИЧЕГО"" (Эпизод 26. Архангельск)",8.0,7.0,305.0,rap,lone,31211.0,6.0,2014-12-09
1927,"L'ONE - Тур ""ВСЁ! ИЛИ НИЧЕГО"" (Эпизод 27. Калининград)",8.0,9.0,381.0,rap,lone,34886.0,8.0,2014-12-09
1928,"L'ONE - Тур ""ВСЁ! ИЛИ НИЧЕГО"" (Эпизод 28. Санкт-Петербург)",22.0,12.0,511.0,rap,lone,51966.0,15.0,2014-12-16
1929,"L'ONE - Тур ""ВСЁ! ИЛИ НИЧЕГО"" (Эпизод 29. Москва)",78.0,30.0,1338.0,rap,lone,159072.0,41.0,2014-12-23
1930,"L'ONE - Тур ""ВСЁ! ИЛИ НИЧЕГО"" (Эпизод 5. Уфа)",14.0,10.0,448.0,rap,lone,64083.0,8.0,2014-10-18
1931,L'ONE - Тур ВСЁ! ИЛИ НИЧЕГО ( Эпизод 7. Екатеринбург ),7.0,7.0,451.0,rap,lone,55589.0,5.0,2014-10-21
1932,L'ONE - Тур ВСЁ! ИЛИ НИЧЕГО (Команда тура. Выпуск 2),7.0,7.0,307.0,rap,lone,42364.0,6.0,2014-10-25
1933,L'ONE - Тур ВСЁ! ИЛИ НИЧЕГО (Кухня. Выпуск 2),11.0,4.0,374.0,rap,lone,54074.0,7.0,2014-10-25
1934,L'ONE - Тур ВСЁ! ИЛИ НИЧЕГО (Кухня. Выпуск 5),13.0,6.0,560.0,rap,lone,57560.0,10.0,2014-11-16
1935,L'ONE - Тур ВСЁ! ИЛИ НИЧЕГО (Эпизод 10. Ростов-на-Дону),10.0,6.0,462.0,rap,lone,60381.0,9.0,2014-10-27
1936,L'ONE - Тур ВСЁ! ИЛИ НИЧЕГО (Эпизод 11. Ставрополь),77.0,13.0,496.0,rap,lone,53220.0,61.0,2014-10-29
1937,L'ONE - Тур ВСЁ! ИЛИ НИЧЕГО (Эпизод 16. Красноярск),10.0,7.0,390.0,rap,lone,42252.0,8.0,2014-11-11
1938,L'ONE - Тур ВСЁ! ИЛИ НИЧЕГО (Эпизод 18. Новосибирск),15.0,3.0,363.0,rap,lone,39202.0,10.0,2014-11-15
1939,L'ONE - Тур ВСЁ! ИЛИ НИЧЕГО (Эпизод 19. Самара),11.0,3.0,366.0,rap,lone,33449.0,9.0,2014-11-21
1940,L'ONE - Тур ВСЁ! ИЛИ НИЧЕГО (Эпизод 22. Волгоград),13.0,7.0,579.0,rap,lone,43212.0,10.0,2014-11-25
1941,L'ONE - Тур ВСЁ! ИЛИ НИЧЕГО (Эпизод 6. Челябинск),16.0,29.0,496.0,rap,lone,78888.0,6.0,2014-10-19
1942,L'ONE - Тур ВСЁ! ИЛИ НИЧЕГО (Эпизод 8. Тюмень),8.0,6.0,414.0,rap,lone,51216.0,7.0,2014-10-22
1943,L'ONE - Тур ВСЁ! ИЛИ НИЧЕГО (Эпизод 9. Краснодар),14.0,4.0,467.0,rap,lone,62196.0,12.0,2014-10-25
1944,L'ONE - Тур Всё или ничего ! ( Эпизод 1. Якутск ),63.0,60.0,1607.0,rap,lone,286109.0,49.0,2014-10-11
1945,L'ONE - Тур Всё или ничего ! ( Эпизод 2. Хабаровск ),20.0,20.0,605.0,rap,lone,92339.0,16.0,2014-10-12
1946,"L'ONE - Чёрный умеет блестеть (премьера клипа, 2018)",2456.0,10910.0,41339.0,rap,lone,2705221.0,1715.0,2018-06-21
1947,"L'ONE - Эй, Бро! (премьера клипа, 2015)",2447.0,2930.0,59116.0,rap,lone,4447685.0,1648.0,2015-12-18
1948,L'ONE - Я БУДУ ТАМ (ВИДЕОПРИГЛАШЕНИЕ),55.0,58.0,1606.0,rap,lone,167878.0,49.0,2014-03-19
1949,L'ONE - Якутяночка (feat. Варвара Визбор),13592.0,15447.0,199473.0,rap,lone,18711458.0,1830.0,2016-05-14
1950,L'ONE VS. PLC - RAP BATTLE FOR AZEROTH,1962.0,2375.0,21436.0,rap,lone,2295005.0,1426.0,2018-11-01
1951,"L'ONE feat. Jasmine - Дорога (премьера клипа, 2017)",3171.0,4564.0,80682.0,rap,lone,4911406.0,1900.0,2017-10-20
1952,L'ONE feat. Jasmine - Дорога (репортаж со съемок клипа),179.0,191.0,4176.0,rap,lone,214730.0,131.0,2017-10-24
1953,"L'ONE feat. MONATIK - Сон (премьера клипа, 2016)",3252.0,5551.0,109607.0,rap,lone,18689645.0,1861.0,2016-09-27
1954,L'ONE feat. MONATIK - Сон (репортаж со съемок клипа),111.0,155.0,5589.0,rap,lone,303719.0,89.0,2016-10-04
1955,"L'ONE feat. NEL - Марс (премьера клипа, 2015)",815.0,2665.0,25052.0,rap,lone,2174949.0,629.0,2015-03-25
1956,L'ONE feat. NEL - Марс (репортаж со съемок клипа),53.0,81.0,2588.0,rap,lone,219060.0,39.0,2015-03-27
1957,"L'ONE feat. Nel - Хоккеисты (премьера клипа, 2017)",2135.0,11368.0,28041.0,rap,lone,1755055.0,1541.0,2017-12-02
1958,"L'ONE feat. Ёлка - Шанс (премьера клипа, 2017)",1410.0,2755.0,50026.0,rap,lone,4908081.0,1098.0,2017-02-15
1959,L'ONE feat. Ёлка - Шанс (репортаж со съемок клипа),82.0,177.0,3437.0,rap,lone,177010.0,64.0,2017-02-18
1960,"L'ONE feat. Варвара Визбор - Мы эхо (премьера клипа, 2017)",570.0,1823.0,13362.0,rap,lone,700060.0,398.0,2017-12-08
1961,L'ONE feat. Варвара Визбор - Якутяночка (репортаж со съемок клипа),462.0,406.0,9440.0,rap,lone,496609.0,279.0,2016-05-19
1962,"L'ONE feat. Найк Борзов - Супергерой (премьера трека, 2016)",1022.0,2399.0,9470.0,rap,lone,601241.0,594.0,2016-06-01
1963,"L'ONE ft. Kristina Si - Бонни и Клайд (Live, Известия Hall)",166.0,456.0,8329.0,rap,lone,1078424.0,117.0,2014-04-04
1964,"L'ONE ft. Павел Мурашов - Твой день настал (Live, Известия HALL)",43.0,71.0,1806.0,rap,lone,158369.0,38.0,2014-04-11
1965,L'ONE – FROM RUSSIA WITH LOVE (Документальный Фильм),579.0,485.0,11724.0,rap,lone,321942.0,459.0,2018-07-24
1966,"L'ONE — From Russia With Love (Тур в США, видеоприглашение)",605.0,861.0,12910.0,rap,lone,544182.0,410.0,2018-01-11
1967,L'ONE — Последний концерт (СК «Олимпийский»),287.0,120.0,5832.0,rap,lone,187790.0,179.0,2018-11-25
1968,L'One & Timati : Олимпийские 16 ТОНН,28.0,34.0,618.0,rap,lone,104599.0,28.0,2013-03-06
1969,L'One - Ae Ae (official video),306.0,449.0,4964.0,rap,lone,963767.0,264.0,2012-09-20
1970,"L'One - Буду молодым ( Новый клип 2013, HD )",2258.0,3926.0,52995.0,rap,lone,13629137.0,1653.0,2013-09-06
1971,"L'One - Всё или ничего (Премьера клипа, 2015)",2521.0,5381.0,61962.0,rap,lone,8511332.0,1626.0,2015-09-01
1972,L'One - Понедельник (Official video),598.0,1073.0,17406.0,rap,lone,4623440.0,503.0,2012-11-13
1973,L'One - Понедельник (official track),42.0,35.0,778.0,rap,lone,141108.0,39.0,2012-10-04
1974,"L'One - Тур ""ВСЁ! ИЛИ НИЧЕГО"" (Команда тура. Выпуск 3)",8.0,3.0,370.0,rap,lone,31315.0,8.0,2014-11-02
1975,"L'One - Тур ""ВСЁ! ИЛИ НИЧЕГО"" (Команда. Выпуск 7)",10.0,5.0,334.0,rap,lone,24673.0,10.0,2014-12-03
1976,L'One - приглашает Всех Танцевать Локтями! (конкурс!),32.0,51.0,402.0,rap,lone,89182.0,32.0,2013-02-09
1977,L'One feat Молодой Майкл - Бамблби (репортаж о создании трека и озвучивании фильма),100.0,112.0,3278.0,rap,lone,154450.0,66.0,2018-12-14
1978,"L'One ft. Тимати - Будущее где-то рядом (Премьера, новый клип)",844.0,1824.0,8459.0,rap,lone,1142676.0,742.0,2013-04-27
1979,LENINGRAD — And nobody else (LiVE @ Sziget festival 12.08.2012),14.0,4.0,235.0,rock,ленинград,25242.0,14.0,2012-08-19
1980,LENINGRAD — And so on (LiVE @ Sziget festival 12.08.2012),10.0,3.0,168.0,rock,ленинград,16380.0,5.0,2012-08-19
1981,LENINGRAD — Banany,3.0,9.0,36.0,rock,ленинград,34861.0,3.0,2010-07-30
1982,LENINGRAD — Birthday (LiVE @ Sziget festival 12.08.2012),6.0,5.0,189.0,rock,ленинград,24908.0,6.0,2012-08-19
1983,LENINGRAD — Blyadi,3.0,5.0,33.0,rock,ленинград,24568.0,2.0,2010-10-20
1984,LENINGRAD — Dachniki,2.0,2.0,10.0,rock,ленинград,8189.0,2.0,2010-10-20
1985,LENINGRAD — Den rozhdeniya,1.0,2.0,11.0,rock,ленинград,9121.0,1.0,2010-10-20
1986,LENINGRAD — Fire and Ice /encore (LiVE @ Sziget festival 12.08.2012),27.0,7.0,406.0,rock,ленинград,45009.0,24.0,2012-08-20
1987,LENINGRAD — Fucking Bored Me (LiVE @ Sziget festival 12.08.2012),11.0,5.0,154.0,rock,ленинград,18802.0,11.0,2012-08-19
1988,LENINGRAD — How much is the bells toll worth? (LiVE @ Sziget festival 12.08.2012),27.0,5.0,417.0,rock,ленинград,28795.0,26.0,2012-08-19
1989,LENINGRAD — Huinja,3.0,0.0,16.0,rock,ленинград,4330.0,3.0,2010-10-20
1990,LENINGRAD — Huyamba (LiVE @ Sziget festival 12.08.2012),18.0,5.0,273.0,rock,ленинград,30597.0,15.0,2012-08-19
1991,LENINGRAD — Intro (LiVE @ Sziget festival 12.08.2012),16.0,12.0,126.0,rock,ленинград,37847.0,13.0,2012-08-19
1992,LENINGRAD — Kogda Net Deneg,3.0,1.0,18.0,rock,ленинград,11067.0,,2010-07-27
1993,LENINGRAD — Music for a Man (LiVE @ Sziget festival 12.08.2012),20.0,10.0,321.0,rock,ленинград,30338.0,18.0,2012-08-19
1994,LENINGRAD — No and No Again (LiVE @ Sziget festival 12.08.2012),23.0,5.0,317.0,rock,ленинград,29267.0,20.0,2012-08-19
1995,LENINGRAD — Novij god,0.0,1.0,15.0,rock,ленинград,7420.0,,2010-10-20
1996,LENINGRAD — Our people like (LiVE @ Sziget festival 12.08.2012),16.0,3.0,331.0,rock,ленинград,23753.0,16.0,2012-08-20
1997,LENINGRAD — Paganini (LiVE @ Sziget festival 12.08.2012),13.0,6.0,221.0,rock,ленинград,24215.0,13.0,2012-08-19
1998,LENINGRAD — Pidarasi,0.0,7.0,11.0,rock,ленинград,11044.0,,2010-10-20
1999,LENINGRAD — Polnie karmani,0.0,5.0,12.0,rock,ленинград,8598.0,,2010-10-20
2000,LENINGRAD — Prognoz pogodi,1.0,1.0,10.0,rock,ленинград,4927.0,,2010-10-20
2001,LENINGRAD — Pussytalker (LiVE @ Sziget festival 12.08.2012),21.0,6.0,249.0,rock,ленинград,29250.0,16.0,2012-08-19
2002,LENINGRAD — Rock 'N' Roll Star (LiVE @ Sziget festival 12.08.2012),23.0,4.0,291.0,rock,ленинград,26983.0,22.0,2012-08-19
2003,LENINGRAD — Ruki iz karmanov,0.0,2.0,20.0,rock,ленинград,10789.0,,2010-10-20
2004,LENINGRAD — Shou-biznes,1.0,7.0,9.0,rock,ленинград,7019.0,1.0,2010-10-20
2005,LENINGRAD — Showbiz /encore (LiVE @ Sziget festival 12.08.2012),18.0,4.0,289.0,rock,ленинград,27902.0,16.0,2012-08-20
2006,LENINGRAD — Summer (LiVE @ Sziget festival 12.08.2012),8.0,3.0,169.0,rock,ленинград,17867.0,7.0,2012-08-19
2007,LENINGRAD — Sweet Dream (LiVE @ Sziget festival 12.08.2012),27.0,12.0,357.0,rock,ленинград,55973.0,23.0,2012-08-19
2008,LENINGRAD — Terminator,5.0,6.0,25.0,rock,ленинград,17057.0,5.0,2010-10-20
2009,LENINGRAD — Turboboy (LiVE @ Sziget festival 12.08.2012),32.0,32.0,512.0,rock,ленинград,74384.0,28.0,2012-08-19
2010,LENINGRAD — Two women (LiVE @ Sziget festival 12.08.2012),19.0,5.0,336.0,rock,ленинград,25240.0,19.0,2012-08-19
2011,LENINGRAD — WWW (LiVE @ Sziget festival 12.08.2012),16.0,6.0,243.0,rock,ленинград,36530.0,15.0,2012-08-19
2012,LENINGRAD — When there is no money (LiVE @ Sziget festival 12.08.2012),14.0,9.0,279.0,rock,ленинград,39675.0,13.0,2012-08-19
2013,LES ANGES CLIP - Gilles Luka feat Nyusha - Plus près,5.0,20.0,176.0,popsa,нюша,131775.0,5.0,2011-01-21
2014,LIL MORTY & PHARAOH - ГЛУШИТЕЛЬ (prod. by LAPI),2506.0,4567.0,40978.0,rap,pharaon,1793226.0,1525.0,2017-11-30
2015,LITTLE BIG & РУКИ ВВЕРХ! - СЛЭМЯТСЯ ПАЦАНЫ,12737.0,23675.0,414089.0,popsa,руки_вверх,11818860.0,958.0,2018-12-22
2016,LIVE! Ростов-на-Дону 05.10.17 Белый ад и Ледяной дождь. Отрывки.,78.0,22.0,461.0,rock,кипелов,13892.0,37.0,2017-10-08
2017,LIVE: 10 лет Noize MC / Новогодняя ночь на MTV,13.0,9.0,350.0,rap,noizemc,31217.0,12.0,2013-12-28
2018,LOBODA & Barskih. Пресс конференция в Полтаве.,3.0,4.0,23.0,popsa,loboda,10060.0,1.0,2010-10-16
2019,LOBODA & Макс Барских - Твои глаза / Туманы (МУЗ ТВ 2017),301.0,719.0,6106.0,popsa,loboda,1364752.0,174.0,2017-06-11
2020,LOBODA -  Гастролеры,0.0,0.0,24.0,popsa,loboda,2371.0,,2012-11-01
2021,"LOBODA - ""40 Градусов"" (""Нравится""), 2012",8.0,2.0,84.0,popsa,loboda,18934.0,6.0,2012-10-26
2022,"LOBODA - ""40 Градусов"" (Рождественские встречи 2013)",4.0,1.0,49.0,popsa,loboda,5188.0,4.0,2013-01-11
2023,"LOBODA - ""40 Градусов"" ТИЗЕР 2",13.0,3.0,84.0,popsa,loboda,17109.0,13.0,2012-10-24
2024,"LOBODA - ""40 Градусов"". Рождественские Встречи 2013. FULL VERSION",71.0,38.0,1023.0,popsa,loboda,235735.0,58.0,2013-01-18
2025,"LOBODA - ""40 градусов"" (Нравится), ТИЗЕР",21.0,22.0,353.0,popsa,loboda,121593.0,19.0,2012-10-06
2026,"LOBODA - ""Rolling in the Deep"" (Машина времени - 06.12.2013)",12.0,30.0,203.0,popsa,loboda,28451.0,10.0,2013-12-09
2027,"LOBODA - ""Голос Дети"". Каток",3.0,3.0,41.0,popsa,loboda,5458.0,2.0,2013-01-01
2028,"LOBODA - ""Город под запретом"" (GPz)",39.0,59.0,1518.0,popsa,loboda,253862.0,35.0,2014-03-28
2029,LOBODA - 40 Градусов (Big Love Show 2013),0.0,0.0,25.0,popsa,loboda,2764.0,,2013-02-16
2030,LOBODA - 40 Градусов (Live) (Донецк. Концерт),8.0,3.0,31.0,popsa,loboda,8086.0,5.0,2012-12-17
2031,LOBODA - 40 Градусов (Making Of),5.0,7.0,205.0,popsa,loboda,32385.0,5.0,2013-05-25
2032,LOBODA - 40 Градусов (Soundcheck),1.0,0.0,31.0,popsa,loboda,2638.0,1.0,2013-02-06
2033,LOBODA - 40 Градусов (acoustic version),7.0,2.0,92.0,popsa,loboda,8655.0,4.0,2013-03-21
2034,LOBODA - 40 Градусов (Новый год на Муз-ТВ 2012-2013),3.0,3.0,57.0,popsa,loboda,15086.0,3.0,2013-01-24
2035,LOBODA - 40 Градусов (Нравится),136.0,416.0,4702.0,popsa,loboda,2021436.0,108.0,2012-11-20
2036,LOBODA - 40 Градусов (Первая реальная премия Music Box),4.0,5.0,124.0,popsa,loboda,16276.0,4.0,2013-11-21
2037,LOBODA - 40 Градусов. 20 Лучших Песен - Красная Звезда (Первый канал),8.0,10.0,175.0,popsa,loboda,25771.0,6.0,2014-01-06
2038,LOBODA - 40 Градусов. Церемония награждения ФАУ,139.0,204.0,3340.0,popsa,loboda,1038131.0,94.0,2013-03-12
2039,LOBODA - 40 градусов (Шоу «Красное или черное»),17.0,7.0,165.0,popsa,loboda,35356.0,16.0,2012-12-05
2040,LOBODA - 40 градусов! (Crimea Music Fest-2012),7.0,4.0,102.0,popsa,loboda,59925.0,7.0,2015-08-15
2041,LOBODA - 40ºC (Official Remix) Viva! Самые красивые 2012,1.0,1.0,24.0,popsa,loboda,2382.0,1.0,2013-03-12
2042,"LOBODA - 40ºC, Official Remix (Alex Ortega & Ivan Demsoff Remix)",28.0,5.0,394.0,popsa,loboda,58487.0,18.0,2013-02-01
2043,LOBODA - 9 мая! Десятый Наш Десантный Батальон!,0.0,3.0,71.0,popsa,loboda,6318.0,,2013-05-27
2044,LOBODA - Be My Valentine / Спасибо (live),0.0,0.0,8.0,popsa,loboda,1444.0,,2011-11-22
2045,LOBODA - Big Love Show 2018 [Backstage],46.0,109.0,779.0,popsa,loboda,101647.0,41.0,2018-02-12
2046,LOBODA - Concert! Сады Победы. Афиша,0.0,1.0,8.0,popsa,loboda,973.0,,2012-11-29
2047,LOBODA - H2LO  [Премьера альбома],104.0,148.0,2137.0,popsa,loboda,286776.0,87.0,2017-03-25
2048,LOBODA - Happy New Year (ABBA cover),4.0,15.0,58.0,popsa,loboda,9724.0,4.0,2011-12-26
2049,LOBODA - INSTADRAMA [AUDIO],1289.0,5021.0,51659.0,popsa,loboda,16087651.0,632.0,2018-11-12
2050,"LOBODA - INSTADRAMA [Премьера клипа, 2019]",1887.0,4552.0,36013.0,popsa,loboda,4951104.0,,2019-02-14
2051,LOBODA - InstaDrama [Teaser],153.0,145.0,2039.0,popsa,loboda,570333.0,89.0,2018-12-18
2052,LOBODA - LIVE SHOW «H2LO» 8 марта в 22:20 на Интере (Анонс),26.0,110.0,554.0,popsa,loboda,252640.0,22.0,2018-03-03
2053,"LOBODA - Oblaka (Ivan Demsoff, Burzhuy Remix)",4.0,8.0,129.0,popsa,loboda,36773.0,2.0,2012-05-11
2054,LOBODA - Oblaka (t.m. remix),1.0,3.0,32.0,popsa,loboda,3955.0,1.0,2012-05-30
2055,"LOBODA - Radmir, concert. Начало",3.0,1.0,20.0,popsa,loboda,3718.0,3.0,2012-12-05
2056,"LOBODA - Radmir, concert. Не маче",1.0,1.0,16.0,popsa,loboda,1742.0,1.0,2012-12-05
2057,LOBODA - Rolling In The Deep (ADELE cover),71.0,740.0,482.0,popsa,loboda,186734.0,51.0,2012-02-20
2058,LOBODA - Stereoplaza. live show ' NACHALO',8.0,4.0,122.0,popsa,loboda,12358.0,8.0,2013-10-30
2059,LOBODA - SuperSTAR  [Audio],6385.0,34707.0,147961.0,popsa,loboda,50721888.0,898.0,2018-06-11
2060,LOBODA - SuperSTAR  [Teaser Clip],340.0,424.0,5670.0,popsa,loboda,811561.0,232.0,2018-07-20
2061,LOBODA - SuperSTAR (promo-teaser),976.0,9764.0,19083.0,popsa,loboda,4114174.0,605.0,2018-06-05
2062,LOBODA - SuperSTAR (Премия МУЗ-ТВ 2018),243.0,251.0,3972.0,popsa,loboda,426898.0,169.0,2018-07-11
2063,LOBODA - SuperSTAR [Promo-teaser Making of],277.0,439.0,4321.0,popsa,loboda,689336.0,177.0,2018-06-08
2064,LOBODA - SuperSTAR [Официальное видео],16932.0,55382.0,267366.0,popsa,loboda,36094251.0,928.0,2018-08-07
2065,LOBODA - club Лица. 40ºC,1.0,1.0,16.0,popsa,loboda,1619.0,1.0,2013-02-26
2066,"LOBODA - club Лица. Постой, мущина",0.0,1.0,14.0,popsa,loboda,919.0,,2013-02-27
2067,"LOBODA - concert, ""5 Element""",0.0,0.0,16.0,popsa,loboda,1906.0,,2012-09-16
2068,LOBODA - online,26.0,25.0,298.0,popsa,loboda,24573.0,15.0,2014-09-10
2069,LOBODA - promo Джельсамино. 40 Градусов. Msk,7.0,1.0,29.0,popsa,loboda,5291.0,7.0,2012-12-07
2070,"LOBODA - Але, Директор!? (анонс 4)",0.0,1.0,4.0,popsa,loboda,1413.0,,2012-10-20
2071,"LOBODA - Але, директор (выпуск 2)",9.0,7.0,60.0,popsa,loboda,12367.0,7.0,2012-10-09
2072,"LOBODA - Але, директор!? (Выпуск 7)",1.0,0.0,6.0,popsa,loboda,2484.0,1.0,2012-11-14
2073,"LOBODA - Але, директор!? (ролик)",0.0,0.0,1.0,popsa,loboda,1099.0,,2012-10-12
2074,"LOBODA - Без меня (Шоу ''Одна семья'' /""Одна родина""/) (Интер) (08.12.2013)",4.0,5.0,43.0,popsa,loboda,6496.0,5.0,2013-12-17
2075,LOBODA - Большой сольный концерт. 2 января. Интер.,4.0,2.0,51.0,popsa,loboda,10012.0,4.0,2013-12-27
2076,LOBODA - Вези меня в TSARSKY. Мечты сбываются.,14.0,70.0,507.0,popsa,loboda,86613.0,13.0,2016-04-08
2077,LOBODA - Весна (VV cover),16.0,19.0,171.0,popsa,loboda,32476.0,14.0,2012-02-27
2078,LOBODA - Вечер памяти Николая Мозгового,18.0,5.0,221.0,popsa,loboda,33278.0,15.0,2012-07-11
2079,LOBODA - Видеочат со звездой на МУЗ-ТВ,3.0,3.0,39.0,popsa,loboda,3713.0,2.0,2013-12-12
2080,LOBODA - Голос Дети. Finish!,1.0,0.0,25.0,popsa,loboda,4319.0,1.0,2013-01-30
2081,LOBODA - Город Под Запретом (GPz) - «Песня Года 2013»,7.0,2.0,159.0,popsa,loboda,66687.0,7.0,2014-01-03
2082,LOBODA - Город под запретом (GPz),202.0,245.0,4747.0,popsa,loboda,2026506.0,168.0,2013-11-26
2083,LOBODA - Два веселых гуся (Lady Gaga COVER),2.0,25.0,74.0,popsa,loboda,21717.0,2.0,2010-12-09
2084,LOBODA - Дворец Спорта [Киев - 08. 03. 2017] (LIVE),227.0,158.0,2028.0,popsa,loboda,213444.0,113.0,2017-03-17
2085,"LOBODA - Десятый наш десантный батальон (Концерт ""Победа. Одна на всех"", ИНТЕР)",156.0,134.0,2972.0,popsa,loboda,279984.0,104.0,2016-05-11
2086,"LOBODA - До свидания, мальчики (Победа. Одна на всех)",69.0,35.0,1700.0,popsa,loboda,232417.0,54.0,2015-05-13
